Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
167355916952097,Zak Ford - Oshtemo Township Trustee,Zachary Richard Ford,200,1
113877936706957,Elect Alan Reisman for Leesburg City Commission District 1,Alan Ray Reisman,200,3
153637844825834,Singani 63,Singani63,200,1
158427177089,SiriusXM Hip Hop Nation,SiriusXM,200,1
616761148423085,Sergio Espericueta,Sergio Espericueta,200,1
601724686879443,Matt Erpenbeck Campaign - Mosquito Control,"Citrus Three on behalf of Matt Erpenbeck for Mosquito Control, Seat 3",200,5
461907547896836,McLean for Boise,McLean for Boise,200,1
679465275558823,Senator Anna Caballero,California State Senate,200,2
485951371457440,Texas Gun Rights,Texas Gun Rights PAC,200,1
199587657353640,Michelle Figueredo Wilson for Costa Mesa,Figuredo-Wilson for Sanitary District 2020,200,10
1017551808288816,East Central Reporter,Local Government Information Services,200,4
116905533492201,We Mean Business San Diego,Digital Strategies,200,1
259351004139042,Ashbrook Center,Ashbrook Center,200,1
98036651883,MapLight,MAPLIGHT,200,2
113001215788482,Kane County Reporter,Local Government Information Services,200,4
100192961594205,Freddy Puza for Culver City Council,Freddy Puza for Culver City Council 2020,200,2
1435924033323710,Greenwood Law,"Dylan W. Greenwood, Attorney at Law PLLC",200,1
415752892508779,Senator María Elena Durazo,California State Senate,200,2
252487538107504,TX Votes,The Annette Strauss Institute for Civic Life housed at The University of Texas at Austin,200,1
441408019222087,Tint World,These ads ran without a disclaimer,200,2
110839474052475,Michael Falgares for West Long Branch Board of Education,MICHAEL FALGARES FOR SCHOOL BOARD,200,6
76972613190,Franklin County Democratic Party,Franklin County Central Democratic Committee,200,2
374736425967434,California Urban Partnership - CUP,THE CALIFORNIA URBAN PARTNERSHIP (CUP),200,1
8686764758,UC Santa Cruz,UC Santa Cruz,200,1
757754000983566,New Haven Republicans,New Haven Republican Town Committee,200,14
104293810977663,Destiny Bryant for District Attorney-Alcovy Circuit,Committee to Elect Destiny Bryant,200,1
165037790188122,Republican Party of Brazos County,Republican Party of Brazos County,200,3
2292449497667883,Don Nevills for PA STATE HOUSE District PA-35,ELECT DON NEVILLS,199,4
103893497960550,Sheila Younglove for State Senate,Younglove for Senate,199,7
106118401138506,"CCD for the Viera East CDD, Seats 3, 4, and 5","Pete Carnesale, Steve Colasinski and Rob Dale for Viera East CDD Supervisor",199,3
356880718518730,Joseph Chaplik for Arizona House - LD 23,Joseph Chaplik LD 23,199,6
7992407870,United Way of the Midlands,UNITED WAY OF THE MIDLANDS,199,1
596509197703922,Preserve Poway,Preserve Poway,199,21
7949637781,Alameda County Community Food Bank,"ALAMEDA COUNTY COMMUNITY FOOD BANK INC., THE",199,7
661311004039892,The Wiggins Agency,"The Wiggins Agency, LLC",199,1
2061852400602914,Vicke Kepling for MO135,Vicke Kepling for MO135,199,9
105706577749042,The Special Report,Areva Denise Martin,199,6
102171054629844,Clark Pope for NC House 11,Clark Pope for NC House 11,199,9
426488444040170,"Dan KALB, Oakland City Councilmember",Re-Elect Dan Kalb Oakland City Council 2020,199,1
57259033959,AARP,These ads ran without a disclaimer,199,1
113778580780,Maryland Right to Life,Maryland Right to Life,199,7
109090667373981,Chadda and Sandler for Bernards Township Committee,Chadda and Sandler For Bernards Township Committee,199,12
101069584652074,Smith For Fire Commissioner,EFO Smith for Fire Commissioner,199,1
106206500916079,Jaime Oss For Judge,Jaime Oss For Judge,199,2
113509043833583,Families for Freedom,Families for Freedom,199,7
111328390234709,Alexis Johnson for Congress,Alexis Johnson for Congress,198,15
106098200879391,Brian Adams for SC Senate 44,Brian Adams for Senate,198,2
286084075135455,Support After Abortion,Support After Abortion,198,2
111661377023094,Luann D'Agostino for State Rep,Elect Luann D'Agostino,198,7
543055672532190,ConnecticutEast,Brian Scott-Smith - Broadcaster,198,5
1475937119380452,Roberto López,Roberto Jesus Lopez Roman,198,6
2196391030632756,Rep. Nick Hoheisel,Hoheisel for Kansas,198,9
110308657382660,Re-Elect Representative Jessica Fay,Re-Elect Representative Jessica Fay,198,5
156831588259704,Saunders for Indiana,Saunders for Indiana,198,5
287847391281771,Tim Miller,Citizens for Tim Miller,198,3
144454136207307,The Matriots,The Matriots PAC,198,3
1439322439499211,60 Second Docs Presents,These ads ran without a disclaimer,198,4
202553460698401,Mark Pratt for Morrow County Sheriff,Committee To Elect Mark Pratt Morrow County Sheriff,197,8
107012407476133,Cole For Assembly,Thomas Cole,197,4
554270974919382,Amanda Estep-Burton for House,Amanda for House,197,4
109338167251422,Scot Bowman for Mansfield City Council,Raymond Scot Bowman,197,6
100184714677097,ExceptioNull Games,Exceptionull Games,197,10
102241904969147,Frances A. Terrazas for El Centro Elementary School District,Committee to Elect Frances A. Terrazas,197,4
227355831040,Uhuru Solidarity Movement,Uhuru Solidarity Movement,197,7
666164790174995,TopDevz,These ads ran without a disclaimer,197,3
777165395743670,Poppits Toothpaste,These ads ran without a disclaimer,197,1
110270554119123,Caravan for Racial Justice,Caravan For Racial Justice,197,5
108143760845862,Kayla Hollifield for House 2020,Kayla Leigh Hollifield,197,6
200548226627766,The Progressive Magazine,Norman Joseph Stockwell,197,7
1203003053119398,Pallet Shelter,Pallet SPC,197,1
106371151183154,Mike Chang for Berkeley School Board,Michael Chang,197,1
378017952681615,Arizona Progressives,"Voices of Health Care Action, a project of Gamechanger Networks",197,7
203574926511846,Protect Life Michigan,Protect Life Michigan,197,13
253910838605706,Arizona Farm and Ranch Group,Arizona Farm and Ranch Group,196,1
92966583448,Northern Light Acadia Hospital,These ads ran without a disclaimer,196,1
105867887553040,Javier Gonzalez for IID Director #4,Javier Gonzalez,196,14
100488335114639,Elect Steve Slone School Board Member District #5,Steven Bryan Slone,196,6
260401737439928,Haverford Township Republican Party,Haverford Township Republican Campaign Committee,196,2
230499978267407,Titus For Texas,Titus James Benton,196,3
105821680960016,Margie Brown for PA State Senate,Friends of Margie Brown,196,8
851720554940042,Todd Stephens,Todd Stephens,196,1
551016068378676,Kloos for Kansas,Kloos for Kansas Senate,196,4
103986251339018,"Manhattan Leadership You Deserve, Vote 2021",Brian S Giaretta,196,3
178940012927294,Kevin Calvey,Calvey for County Commissioner,196,6
111960873829839,Mindy For Colorado,Mindy for Colorado,196,1
381079851959941,North Dakota District 24 Democrats,District 24 - North Dakota Democratic-NPL Party,196,6
231945320338152,COCFA,College of the Canyons Faculty Association,196,2
101033114837602,Nancy 4 Cathedral City,Committee to Elect Nancy 4 Cathedral City,196,8
114222990355647,Kate Vadehra M.D. for LVUSD School Board,Kate Vadehra for LVUSD School Board 2020,196,3
105638420825,California College Republicans,California College Republicans,196,8
114634216749363,Ali Moua For Elk Grove City Council District 1,Ali Moua For City Council 2020,196,1
170726453633593,City Supply,These ads ran without a disclaimer,196,1
122648836250941,Xavier Warren For Lt. Governor,Xavier Warren For Lieutenant Governor,196,2
109334270895974,Ballard for Menlo Fire Board,Sean Ballard for Menlo Fire Board 2020,196,3
103207021516605,Carpenter for Menlo Fire Board,Peter F Carpenter for Menlo Park Fire Protection District 2020,196,3
1790700951177915,West Overland Firefighters Community Outreach,Christopher Richard Mantia,196,2
102174711552471,Dan McGrath,Campaign Committee of Dan McGrath,196,5
110431324113520,Brandon Musso for Alderman,Musso Alderman Campaign,196,2
139034619493222,CUNY Citizenship Now,CUNY Citizenship Now!,196,13
101689088152921,Spencer For Iowa House 2020,Spencer For Iowa House,196,4
106658757783695,Hamzy for Probate Judge,Hamzy for Probate Judge,196,5
360120801193892,Media Research,Joseph Charles Valenti,195,3
102243774906260,David Ames HHI Town Council,David Ames HHI Town Council,195,8
634003750559326,Kristina White for Collierville School Board - Position 3,Kristina Kelly White,195,11
366462143428883,Armando Rodriguez Canutillo Board of Trustees,Armando Rodriguez,195,4
84611990747,Ameren Corporation,These ads ran without a disclaimer,195,1
110086283906954,Brodie for Wolfeboro,The Friends of Brodie Deshaies,195,6
111844827006348,Michael Landry for Judge,Committee to Elect Michael H. Landry,195,6
109093764266209,The Unwavering Patriot,Alexander Olivio Blanco,195,13
329270373757735,Dale Anderson for Council - District 9,Committee to Elect Dale Anderson,195,2
592819958067004,Voteredamerica,Vote Red America,195,4
107204687751263,Let Freedom Vote,Let Freedom Vote,195,1
97792920685,Franklin Mint Federal Credit Union,These ads ran without a disclaimer,195,4
766893656986669,Saratoga County Libertarian Committee,Saratoga County Libertarian Committee,195,4
447602598777178,Noelle Mattock,Noelle Coral Mattock,195,7
108047757558404,Jones & Hufnagel For A Stable Eatontown,Committee to Elect Jones & Hufnagel,195,5
284189192284696,Reform California,Reform California,195,2
100608787966502,Blue Ripple Politics,ADAM SETH CONNER-SAX,195,8
643645832937718,Fangeme,These ads ran without a disclaimer,195,31
110462700703848,Councilman Chris Bardi and Matt Biront for Roseland Council,Bardi and Biront for Roseland,195,5
101238441473432,Daniel Wood for Congress 2020,DANIEL WOOD FOR US CONGRESS,195,5
104744264305146,Laura Childress for NM 56,Laura Childress NM 56,195,1
1124227284413401,Flagship Asset Services,Oak & Stone Capital Advisors,194,7
113253440395153,Hazard and Fatooh for Raritan Township Committee,Hazard and Fatooh for Raritan Township Committee,194,6
362694207541781,Citizens for Theresa Schmitt,Citizens for Theresa Schmitt,194,1
6030179345,Direct Relief,Direct Relief,194,12
570654659658213,The Hunt Institute,The Hunt Institute,194,2
211096975570275,Shabazz Sallier,Shabazz Sallier,194,7
130564031656,AARP-CT,AARP,194,2
129846280881863,Rich Eichholz,Richard Linville Eichholz,194,5
141124839931765,North American Mental Health Services,These ads ran without a disclaimer,194,1
185547228149028,Way to Go,These ads ran without a disclaimer,194,1
434123127505502,Katherine Aleman for Norco City Council,Friends of Katherine Aleman for Norco City Council,194,7
151819956061,Fraternal Order of Police of Ohio,Fraternal Order of Police of Ohio,194,3
106914104449375,Tommy Spraggins for Mayor,Thomas J. Spraggins Campaign,194,6
133830014742309,Healing the Village,Real Voices Media,194,17
108568154119091,"Montgomery County, MD, 2020 Census",These ads ran without a disclaimer,194,2
2430908270275743,Commissioner Matt Scherr,COMMITTEE TO RE-ELECT MATT SCHERR EAGLE COUNTY COMMISSIONER,194,5
491225271046381,Aab India Restaurants Bexley,Yogesh Chaudhary,194,1
138434734461,CIIS Public Programs,CIIS Public Programs,194,3
119868384733982,Consumers for Affordable Health Care,CONSUMERS FOR AFFORDABLE HEALTH CARE FOUNDATION,194,4
111694576940609,Jeremy Fontes for SJUSD Trustee Area #3,Friends of Jeremy Fontes for SJUSD TA3 2020,193,15
627532771230252,Rory Bialostosky for West Linn City Council,Friends of Rory Bialostosky,193,6
108824154282268,"Lucente, McBain, Henry for Byram Township Board of Ed.",Julie Catherine Lucente,193,5
110670280444476,Kahn4Congress,KAHN 4 CONGRESS,193,15
109142334185673,"Eric Shotwell for Indiana House, District 28",Committee to Elect Eric Shotwell,193,21
66811656656,Seminole County Democratic Party,Seminole County Democratic Party,193,2
635537217082843,Sarah Greer-Koenig for Caldwell County School Board,Sarah Greer Koenig,193,8
280285049085,Homes.com,Homes.com,193,2
354369924642184,Bill Holt's Dreamies,William Holt,193,19
234695043234715,MEGA 101 FM - Houston,Entercom Communications Corporation,193,1
393368004100464,Representative Cyndi A. Munson,Friends of Cyndi Munson,193,5
1390631211198090,Cox For Commission,Rodney David Cox,193,16
601837193806476,Greg Wharton for Mayor,Greg Wharton for Mayor,193,11
2266444033567875,Grump Merch,Grump Merch,193,19
106138961193053,"Brooke Malley Ault for BCSD Board, Area 5",Brooke Malley Ault,193,10
2388627831203681,Matielyn Jones for Georgia Senate District 45,Matielyn Jones for State Senate,193,4
101359058120591,David Jones for Florida HD 75,David Jones for Florida HD75,193,1
1047510532114105,Addison Perry-Franks  - Democrat For Texas HD83,Addison for Texas,193,5
109573937147294,Commonwealth Commonhealth,Real Voices Media,193,17
107849021067647,Realtors for Ben McAdams,National Association of REALTORS,193,2
236449277744243,Remote Schooling Parents of SW Ohio,Real Voices Media,193,12
106458004336287,Rick Foss For State Representative,Richard A Foss,193,5
102909977877052,Bobby Levy for State Representative,Friends of Bobby Levy,193,4
248819368587952,Un Sapo Gordo Equipos para Restaurante & Carritos / Camiones,These ads ran without a disclaimer,193,7
122313225132247,Alexandria Taylor for 34th District Court Judge,Alexandria Taylor for Judge,193,5
104938814276248,Brush Plastic Away,Brush Plastic Away,193,26
115862416835246,Dolev Gandler For Fremont City Council,Dolev Gandler,193,5
78121538968,Mayor Nan Whaley,Friends of Nan Whaley,192,1
111860890637676,Good News Maine,Real Voices Media,192,7
1527563887565895,Allen Waters for U.S. Senate,THE WATERS COMMITTEE,192,8
2184224028526820,Layla For Walnut Valley School Board,Layla Abou-Taleb for WVUSD Board 2020,192,24
104368660917754,Will Mortenson for District 24,Friends of Will Mortenson,192,2
112062353744949,Florida Progressives,"Voices of Health Care Action, a project of Gamechanger Networks",192,5
479971908731157,NAMI IOWA,NAMI Iowa,192,2
316942162500751,Dr. Carolynn Zonia for Walton County,Carolynn Zonia Committee to Elect for Walton County,192,4
110705417346924,Walnut Creek Mayor Loella Haskew,Loella Haskew for Walnut Creek City Council 2020,192,1
108585660913886,Clean Green Utica,Clean Green Utica,192,7
203463950500659,Christian Cortés,Comité Amigos Christian Cortés 2020,192,4
1675281589436796,Minnesota Gun Class - Bemidji,Minnesota Gun Class,192,1
430123463675102,Keep Judge Black,Committee to Elect Ed Black,192,8
583703531770900,"Karen Donnelly, LaSalle County State's Attorney",Karen K Donnelly,192,8
267733151307,Democratic Voters of America,DEMOCRATIC VOTER PROJECT,192,9
630598004063606,Marcos Fabian Gonzalez,Comite de Amigos Marcos Fabian Gonzalez Barreto,192,17
105241837963281,Golden Shower #45,Golden Shower #45,192,11
106571220814003,Morgan Showen for Ohio,Morgan Showen for Ohio,192,4
106763101183435,Matt Davis for Marshall Public School Board,Matthewalan Davis,191,3
166320873433123,Factory Direct Promos,"SUPERIOR BUSINESS FORMS, INC.",191,22
109741314105754,Vote Bruce Chester for State Representative,Bruce K Chester,191,4
308151555917780,House Majority Project,Colorado House Majority Project,191,5
101752265014235,Citizens for Titan Partners,Citizens for Titan Partners,191,9
103967007968814,Mitch Thrower for School Board,Mitch Thrower for School Board,191,7
107766017713400,Abdullahi Abdulle for New Brighton City Council,Abdullahi Abdulle for New Brighton City Council Campaign,191,2
826460474101920,BitMari,Sinclair Matthew Skinner,191,4
105703564612481,Moonglance Inc.,Moonglance Inc,191,2
2462269907135933,Shouse for Pickens County Chairman,David Austin Shouse,191,8
100763904850457,Vanessa Perez for Laredo City Council District 7 2020,Vanessa Jacqueline Perez,191,20
103189669746931,U.S. Farmers & Ranchers in Action,These ads ran without a disclaimer,191,1
105280377990522,Sweet Stuff Spot,Sweet Stuff Spot,191,23
104142590938144,Jersey City Times,Jersey City Times LLC,191,14
231924887068,Ohio eSchool Families and Friends Coalition,Ohio eSchool Families and Friends Coalition,191,3
104946684698317,Re-Elect Kristin Coleman & Bill Gatewood,William Raymond Gatewood,191,9
149270905129649,Representative Bill Hixon,Hixon for House,191,2
424053451732830,Central Ave,These ads ran without a disclaimer,191,2
1742273292690159,Andrew Carlson for State Representative,Andrew Carlson for State Representative,191,10
510325545724770,The Official Sandoval GOP,Republican Party of Sandoval County,191,6
100665248461692,Bob Lee for MS House District 66,Brittany Alicia Brown,191,7
111945690573961,Alan Shilepsky for MN State Rep 59B,Alan Shilepsky for State Rep 59B,191,13
112783100361044,Jeffrey - Jeff Cila - SC District 66 Candidate,Jeffrey Paul Cila,191,5
111026453961932,Lowe4Mayor,Lowe4Mayor,191,5
108173044348856,Representative Josh Query,Joshua Query for NH,191,2
148839419323530,Royse for Tulsa House 78,Paul Royse,191,5
1688536438127984,Council Vice President Sam Joshi,Samip P Joshi,191,2
1585938018204649,Andy Argo for KPL Trustee,Andrew James Argo,190,5
516456078534429,Jeff Ellington for State Representative District 62,Jeffrey Roger Ellington,190,3
111958620609045,RaskoBOE2020,RaskoBOE2020,190,9
100786118266784,Education Daily Wire,Metric Media LLC,190,8
526098350912035,Andy Ogles Maury County Mayor,Andy Ogles Committee,190,4
106446011075203,Republicans for a New President,Republicans for a New President,190,2
56445689337,Taalam Acey,Mtaalamu Ben Weusi Acey,190,11
107917473883081,Medioker,Medioker,190,2
109995194004367,Perry for Wisconsin,Perry for Wisconsin,190,8
102133191618782,Elect Miranda Wicker,Elect Miranda Wicker,190,2
2934890296553544,Tamara Pogue for Summit County Commissioner,Tamara for Summit,190,3
1503348833261368,Perlick Residential,Stephanie Hope Graham,190,2
127112152221164,The Free Voter,Douglas Lloyd Hauptman,190,6
197828327405311,Placas Solares en Puerto Rico,These ads ran without a disclaimer,190,1
165674110118949,Clearing out the Clutter,Colin Moore,190,47
917007848400966,Stand Up Republic,"Stand Up Republic, Inc.",190,2
657186494711054,RabornforCongress,CITIZENS FOR THERESA RABORN,190,8
101922614722612,John Schmitz for Indiana State Representative district 97,SchmitzHouse97,190,14
277525336201029,Thearse McCalmon,Thearse for Senate,190,19
288149734560000,Sharon A. Ray,Sharon Ray for Representative,190,11
420920054908243,Faulkner Forward PAC,Faulkner Forward PAC,190,11
101662321369876,WGL Energy,WGL Energy,190,3
107136260987577,Voces Unidas de las Montañas,Voces Unidas de las Montanas,190,5
161846193563,Klickitat Democrats,Klickitat County Democratic Central Committee,190,7
114729605267302,Rodney J. Strange - 15th District Chemung County Legislator,Chemung County Legislator Rodney J. Strange,190,6
233038294148648,Illinois Solar Advisers - Chicago,Illinois Solar Advisers,190,1
102295964758996,Bender for Sheriff,Bender For Sheriff,190,6
348673638484254,Kingsport Alerts,The City of Kingsport,190,1
108955297532623,Dr. Rosario Alcalde Juana Diaz 2020,MadMono Films & Media LLC,190,4
273062116455142,Turner & VanArtsdalen for Dennis Township Committee.,Scott J Turner,190,8
133764907211570,Concerned Citizen,Steven Niems,190,1
1722835357995040,Jenny Brekhus,Jenny Brekhus for City Council,190,6
114201183769182,Realtors for Rouda,National Association of REALTORS,190,2
1670801766300364,Joel Arends for Lincoln County Commission,Joel Alan Arends,189,2
552532925128694,Debra Jensen for Iowa HD 7,Committee to Elect Debra Jensen 7th District Representative,189,5
120125765069,Graycliff,These ads ran without a disclaimer,189,1
110219887485682,Honey Minuse for Vero Beach City Council,Honey Minuse for Vero Beach City Council,189,1
215483428568027,Ron Kresha For Minnesota,Campaign For Ron Kresha,189,1
129527160935004,John Stefanini for Framingham,The Committee to Elect John Stefanini,189,2
100947184674211,Marcie Kindred,Committee To Elect Marcie Kindred,189,9
264836380292048,Rep. Gina Hinojosa,Gina Hinojosa For State Representative,189,3
303266323031573,Rep. Heidi E. Scheuermann,Scheuermann for House,189,10
316288942593023,Chris Werthe for City Council,WERTHE FOR SANTA CLARITA CITY COUNCIL 2020 FPPC #1419137,189,1
232577930643719,Salvatore Ritacco for Probate Judge,Salvatore Ritacco for Probate Judge,189,3
324608475148869,Senator Lena A. Gonzalez,California State Senate,189,2
548135121894185,Dr. Rich Blonna,Richard Blonna for Marco Island City Council,189,6
101973971525572,Randy Sparacino for Medford,Sparacino for Medford,189,8
314786585242392,Sage Dixon,Committee To Elect Sage Dixon,189,2
107129417712939,Don't Tread On MO PAC,Dont Tread On MO PAC,189,3
203031223135707,Angela Koehler Lindsey County Council,Citizens for Angela,189,11
103148651539225,titusstevens2020.com,Titus Stevens,189,2
371540827047619,Patrick Ireland for EHT School Board,Patrick R Ireland,189,12
128167727289093,Lancaster City Alliance,Lancaster City Alliance,189,12
113496356998554,BooSocki,BooSocki,189,6
162179518034339,Adam Walker For City Council Ward 12,Adam Walker For Tennessee,189,3
125681377765,ALL AMERICAN BAIL BONDS,ALL AMERICAN BAIL BONDS,189,2
249247419293008,Braxton Mitchell for House District 3,Braxton For Montana,189,6
109843734118639,Spoofed Apparel,Spoofed Apparel Co.,189,1
431076034393780,BloombergTax,These ads ran without a disclaimer,188,2
164346573622795,We Are Southwest,Yolanda Garza Lopez,188,9
164388176921325,Action Wear Shop,These ads ran without a disclaimer,188,1
104371874433677,Glenn Hammond,Glenn Martin Hammond for State Senate,188,8
112311427136309,Raymond Kinney,Elect Raymond Kinney,188,7
111116853666414,Austin "AJ" Valentine Jr. for Kentucky State Representative,Austin Valentine,188,22
117674713198365,Zach Courser for Claremont City Council 2020,Zach Courser for Claremont City Council 2020,188,11
108380923919757,Health Insurance Hero,These ads ran without a disclaimer,188,12
632939343998949,Rebecka Monez For Turlock City Council District 2,Edward John Moraga,188,4
121733432951764,Kami Denlay for Chico City Council,Kami Denlay for Chico City Council,188,4
524399207959953,Truth & Liberty Coalition,Truth & Liberty Coalition,188,4
117172570112588,Always Choose The Good,These ads ran without a disclaimer,188,3
839976736162793,Helena Webb for MO State Rep - District 100,Webb for House Rep,188,4
970699146342061,Delegate Lisa Zukoff,Committee to Elect Lisa Zukoff,188,2
104159267615848,Elect Justin Skaggs Probate-Juvenile Judge,COMMITTEE TO ELECT SKAGGS JUDGE,188,4
104673151209455,Chris Stavros for Assessor,Chris Stavros for Assessor,188,2
312978899614070,Miranda Sweet For Flagstaff City Council,Miranda Sweet- Sweet For Flagstaff,188,11
509938372550638,"Jeff Maloney - Councilmember, City of Alhambra",Jeffrey Koji Maloney,188,3
105743957921244,Jack Anthony Izzo for City of Hollywood Commissioner District 6,Zzo Jack Anthony,188,15
318886775111326,Alexander Walker-Griffin for Hercules,Alex For Hercules,188,2
106613731126240,Lehigh Valley Good Neighbors Alliance,These ads ran without a disclaimer,188,3
116719666396166,Froyum For House,Froyum for House,188,4
628478131117484,Brian Tabatabai For West Covina City Council 2020,Brian Tabatabai for West Covina 2020,188,10
100379108452026,Ogechi Okereke for Escondido Union  High School Board Area 4,Ogechi Stella Okereke,187,5
468286773381384,J. P. Dutton for Commissioner,Committee to Elect J.P. Dutton,187,8
146090622075581,Trey Martinez Fischer,Trey Martinez Fischer Campaign,187,22
885350998227213,James Monds Jr. for St. Lucie County  School District,James Anthony Monds,187,8
495208284336455,Debatemenow,Trevor Scott Douns,187,14
453511181828099,KoutureTees,Aprea Christina Mccullar,187,8
104088654751354,Turning US Forward,Turning Us Forward,187,10
1767697833482270,Elizabeth Lindquist,Friends of Elizabeth Lindquist,187,3
101153195089594,Realtors for Cisneros,National Association of REALTORS,187,1
101499411679774,Dack for College Board,Dack For College Board,187,8
109511834244141,Yes D10,Yes to Protect and Modernize Itasca District 10,187,4
126037931371545,Law Offices of Jonathan K. Park & Associates,Law Offices of Jonathan K. Park & Associates,187,6
77790954801,Salesian Missions,Salesian Missions,187,4
103640247878911,Amanda P. Wall for Circuit Judge,Amanda Wall for Judge,187,1
721713911275923,Allen Ellison For Congress,Allen Ellison for Congress,187,5
225643924884941,The Morrin Law Office,Robert Andrew Morrin,186,1
202261946452690,Berkshire Democratic Brigades,Berkshire Democratic Brigades,186,5
103745661247806,David Guess for Paducah City Commissioner,David Neal Guess,186,11
105351694387780,Peter Milne for Smith County Commissioner Precinct 1,Peter Gordon Milne,186,9
512225042147387,Mothers Out Front,Mothers Out Front,186,14
538888053494952,Mike Winger for Aliso Viejo City Council,Mike Winger for Aliso Viejo Council,186,1
114137307071679,31 October,wowengraving,186,12
131386105061823,Britta Johnson for Sonoma School Board,Britta Johnson for Sonoma Valley School Board 2020,186,12
103012458173857,Bethancourt for Judge,Bethancourt For Judge,186,14
185324584848714,Rockaway Youth Task Force,Rockaway Youth Task Force Inc.,186,2
1525472414388476,Better Wyoming,Better Wyoming,186,10
100625801730633,Charles Riddle Avoyelles DA,Charles Riddle II for District Attorney,186,2
101256658159635,Steven DiFiore for NC Governor,Campaign to Elect Steven DiFiore,186,8
199503180061812,"City of Maricopa, Arizona - Government",City of Maricopa,186,2
1070396243035218,Dan Salomon For Senate,Dan Salomon for State Senate,186,2
103123361144206,EnerWisely,These ads ran without a disclaimer,186,2
111847220568515,Ed Scinto for State Representative,Friends of Ed,186,2
105247227545956,Lyndsey Rudder,"Lyndsey Rudder for Georgia, Inc.",186,2
113455487020348,"Broome County Legislator Matt Pasquale, District 7",Friends of Matt Pasquale,186,4
2200877113478278,"Broome County Legislator Greg Baldwin, 6th District",Friends of Greg Baldwin,186,4
104048561439675,US Against Dem,Toney Gabriel Hermes,186,2
343469952423076,Landau Jewelry,These ads ran without a disclaimer,186,1
112944037235256,Unidragon-Puzzle,These ads ran without a disclaimer,186,30
73642087960,New Politics Forum,The Annette Strauss Institute for Civic Life housed within The University of Texas at Austin,185,1
203075650524021,State Representative Mike Beltran,Mike Beltran Campaign,185,3
103905881451778,Buffalo Springs is YOUR Lake-Elect Michael Shobe,Rockin M Ranch Media LLC,185,1
102423104930930,Friend Of The Devil,These ads ran without a disclaimer,185,2
107368310984533,Kitsko for Metuchen Borough Council,Committee to Elect Kitsko for Council,185,11
153920935121784,Eric Jensen for Trophy Club Mayor,Eric Jensen for Trophy Club,185,7
95832769262,South Carolina Chamber of Commerce,SOUTH CAROLINA CHAMBER OF COMMERCE,185,3
457122398109054,Project 70Forward,Judith Elise Brown,185,2
1473803512759360,RIO :- Restoring Integrity to the Oceans,RIO: Restoring Integrity to the Oceans Inc.,185,3
57541554325,Manhattan Theatre Club,Manhattan Theatre Club,185,3
180289218661772,BestCompaniesAZ,These ads ran without a disclaimer,185,1
387028015007642,Colorado Citizens Coalition,Colorado Citizens Coalition,185,7
205974832783376,Re-Elect Tom Hunt for RUSD,Tom Hunt for RUSD 2020,185,4
100485018111188,Juan Garcia for State House,Garcia for House 2020,185,7
166058750093839,GASP,GASP,185,1
106565821110321,WRITE IN Harrison Stanley for Ohio's 29th House District,WRITE-IN Harrison Stanley for 29,185,7
44228398202,ONE Community,"ONE Community Media, LLC",185,5
2124230131220649,News Service of Florida,David Robert Art,185,2
220442135068,Steel City Stonewall Democrats,Steel City Stonewall Democrats,185,1
170594593485107,Holtzman for North Carolina House,The Committee to Elect Claiborne Holtzman,185,7
111701060522622,Phillip Hilton for Storey County Commissioner,Phillip Allen Hilton,184,6
111268734028540,Vote Amanda Chagoya,Amanda Chagoya,184,6
101055861586818,Andrea Kelly Garrison for State Representative,Committee to elect Andrea Kelly Garrison,184,15
103185147741955,Josh Burstein,Joshua Mischa Burstein,184,3
1800008010307160,Vote Shannon Beeman,Committee to Elect Shannon Beeman,184,5
1840866549506891,S E A R C H wnc,SEARCH,184,7
109509407182490,Bethany Soye for District 9,Bethany Soye for District 9,184,9
105540141294338,Votiofuture,Project Votio at CP Next,184,7
113872607592,Ed Gonzalez,ED GONZALEZ CAMPAIGN,184,3
100258411651064,Harvey for Mayor,Harvey for Mayor campaign,184,3
133610733424670,Nashville Classical Charter School,Nashville Classical Charter School,184,1
101052161739614,Washington is Dying,These ads ran without a disclaimer,184,1
100572288259626,Judge Kim Burke,Keep Judge Kim Burke Committee,184,2
111696473893294,Berkeley County Democratic Party-SC,Berkeley County Democratic Party,184,6
102451464709521,Mccord for Senate District 5,McCord for SC District 5,184,3
468359686512267,Senator Rick Gray,L Richard Gray,184,17
120490336454996,Raymond: No on 1,Kaitlin W Lacasse,184,10
100621884741400,"Don Greene for City Council, District Three",Greene for City Council District Three 2020,184,8
1412499002201489,"Thomas Parent for Baytown City Council, District 5",Thomas Jacob Parent,184,9
100290248454584,FYN Media Group,FYN Media Group,184,3
104652967947264,Spencer Igo for Minnesota House,Spencer Igo Campaign Committee,184,8
112614656925530,Perry for Kentucky,PERRY FOR KENTUCKY,184,14
194798557218627,AARP Wyoming,AARP,184,8
111831805841449,BoldTV,Bold TV,184,28
106571944231338,Vote Mike Fish,Committee to Elect Mike Fish,184,2
970894802997244,Make More Room For Our Kids,Make More Room FOR Our Kids,184,1
110293877125091,The 99% Pennsylvania,KEYSTONE RESEARCH CENTER INC,183,2
103342751342043,Todd Warner For State Representative,Friends of Todd Warner,183,3
184612575302734,Buy American Campaign,Buy American Campaign,183,21
